,FIPS,County,State,NERC Region,Generation (kWh),Useful Thermal Output (MMBtu),Tons of CO2 Emissions,tonCO2e_PET,tonCO2e_GAS,tonCO2e_COAL,tonCO2e_other,Metric Tonnes of CO2 Emissions,Nameplate Capacity (MW),Establishments,emp,emp_new,Winsorized_MWh?,Winsorized_emp?,short_tonCO2e_peremployee,Sector Code,Winsorized_intensity?,short_tonCO2e_peremployee_LOG,population,tonCO2e_percapita,tonCO2e_percapita_log,annual_avg_emplvl,tonCO2e_perjob,tonCO2e_perjob_log
178,02261,valdez cordova,AK,ASCC,30022000.0,24780.0,35212.9259138393,35212.9259138393,0.0,0.0,0.0,31944.956830118197,33.8,4.0,5.4318753162798865,21.88192419825073,1,0,1609.2243805804917,,0,3.2068863980555316,,,,4917.0,7.161465510237808,0.9117681496684348
179,02280,wrangell petersburg,AK,ASCC,6093000.0,0.0,5837.488296046,5837.488296046,0.0,0.0,0.0,5295.734642153599,26.1,3.0,1.0,4.440962099125365,1,1,1314.4647861767785,,0,3.119079226900017,,,,,,
180,02282,yakutat,AK,ASCC,5765000.0,0.0,4396.1202181952,4396.1202181952,0.0,0.0,0.0,3988.134099787,3.8,1.0,0.0,4.201895043731779,1,1,1046.2232331940702,1,0,3.0200392686993593,662.0,6.640664982167976,0.8831311577273153,276.0,15.927971805055074,1.2286049270021147
181,02290,yukon koyukuk,AK,ASCC,9533000.0,0.0,9191.4331844104,9191.4331844104,0.0,0.0,0.0,8338.4134849046,8.9,3.0,1.9776735309866147,6.948250728862973,1,0,1322.841322669786,,0,3.1218359331257868,5343.0,1.7202757223302265,0.4346129255848587,2249.0,4.086897814322099,0.7064530136050565
182,04001,apache,AZ,WECC,10001172000.0,0.0,11366592.625962444,0.0,0.0,11366592.625962444,0.0,10311705.185487123,2601.0,2.0,1686.7564942972062,1686.7564942972062,0,0,6738.727649421845,,0,3.828642347166916,66021.0,172.16632020057926,2.238463428250759,17742.0,640.6601637900148,2.807305077808872
183,04003,cochise,AZ,WECC,2002877000.0,0.0,1608369.195282835,230.4834088568,1608138.7118739781,0.0,0.0,1459102.9622451547,686.8000000000001,2.0,14.447509597375928,27.63674588975984,1,1,58196.76461543105,,0,4.7649063036562875,125447.0,12.821105289746546,1.1405427754581066,34175.0,47.06274163227023,1.6818085405379186
184,04005,coconino,AZ,WECC,9949554000.0,0.0,11068930.768267164,0.0,0.0,11068930.768267164,0.0,10041668.119629098,2409.3,1.0,3.684439223479614,131.0070090514724,1,0,84491.13408823952,1,0,4.926816279587774,145101.0,76.28431760130643,1.8880913765808787,62378.0,177.4492732737049,2.251514783651374
185,04013,maricopa,AZ,WECC,34234639000.0,199415.0,15367638.324787457,0.0,15367638.324787457,0.0,0.0,13941430.032466182,10365.9,14.0,1067.7580686477968,1067.7580686477968,0,0,14392.434743432988,,0,4.158164443145957,4420568.0,3.4763945096619837,0.6509283544021423,2062384.0,7.451395242005105,0.9269284126045015
186,04015,mohave,AZ,WECC,5147655269.0,0.0,2277928.0031197313,0.0,2277928.0031197313,0.0,0.0,2066522.7280411292,1484.0,3.0,188.70306599457447,188.70306599457447,0,0,12071.494393128862,,0,4.0817970123715135,213267.0,10.681108671851394,1.0674840642846941,51173.0,44.51425562542222,1.658147444344698
187,04017,navajo,AZ,WECC,2782930576.0,0.0,3312085.371669958,0.0,150.5194494441,3311934.852220514,0.0,3004704.138319838,867.1000000000001,2.0,7.605700969639975,42.31533910839284,1,0,78271.50724671937,,0,4.893609245484315,106717.0,31.036155173683273,1.5056403885904415,26820.0,123.49311602050551,2.0951453373195856
188,04019,pima,AZ,WECC,1774108370.0,622845.0,1239094.3011968452,0.0,1239094.3011968452,0.0,0.0,1124098.9759564993,642.6999999999999,5.0,2916.6982008488562,2916.6982008488562,0,0,424.8277387205257,,0,2.6292339482739413,1043433.0,1.1875168805250027,0.33995141305004184,375906.0,3.296287638922617,0.6330933499296387
189,04021,pinal,AZ,WECC,2972087800.0,0.0,1441340.0906518458,0.0,1441340.0906518458,0.0,0.0,1307575.152546354,2164.7,5.0,11.212023217235611,39.527679245271095,1,0,36464.070701147495,,0,4.5618770599417555,425264.0,3.3892831056751707,0.6423935934372045,63101.0,22.841794752093403,1.3773389449269333
190,04023,santa cruz,AZ,WECC,27404000.0,0.0,18322.5401171736,0.0,18322.5401171736,0.0,0.0,16622.0993533281,108.0,1.0,2.508157266261176,2.508157266261176,0,0,7305.179927766803,1,0,3.863690363287076,47669.0,0.3843701381856888,0.1412522226929893,13608.0,1.3464535653419754,0.3704119642526318
191,04027,yuma,AZ,WECC,473661000.0,46064.0,318099.2792293033,0.0,318099.2792293033,0.0,0.0,288577.7730466335,487.6,2.0,183.97252080198956,183.97252080198956,0,0,1729.0586542088802,,0,3.238060827271826,203881.0,1.5602203208209853,0.40827734031169954,68455.0,4.646837765383147,0.7518053105612119
192,05007,benton,AR,MRO,2376855000.0,0.0,2754996.922669731,0.0,0.0,2754996.922669731,0.0,2499316.8127276893,558.0,1.0,10.263412896216616,31.296343986779455,1,0,88029.35332745343,1,0,4.944632444987659,284333.0,9.68933230637925,1.0289505784818034,122478.0,22.49381050204715,1.3709534614690135
193,05021,clay,AR,SERC,9000.0,0.0,8.5483699576,8.5483699576,0.0,0.0,0.0,7.7550303525,7.2,1.0,0.0,1.0,0,1,8.5483699576,1,0,0.9799292376735876,14552.0,0.0005874360883452446,0.00025504534755067435,3141.0,0.0027215440807386183,0.001180346122079875
194,05031,craighead,AR,SERC,27266000.0,0.0,17126.1096864704,0.0,17126.1096864704,0.0,0.0,15536.7047867825,224.3,1.0,14.554231991046484,14.554231991046484,0,0,1176.709956046193,1,0,3.071038346479512,111231.0,0.15396885478392175,0.06219408752160823,52105.0,0.32868457319778144,0.12342189262166288
195,05047,franklin,AR,SERC,254918000.0,0.0,139046.100022754,0.0,139046.100022754,0.0,0.0,126141.794450471,185.0,1.0,2.6947495224801274,3.3903160390638587,1,0,41012.725191586476,1,0,4.612929217145952,17097.0,8.132777681625665,0.9606028857856113,4805.0,28.93779396935567,1.4762197952644323
196,05055,greene,AR,MRO,557000.0,0.0,345.4985885802,0.0,345.4985885802,0.0,0.0,313.4342634312,33.1,2.0,5.782722856573664,5.782722856573664,0,0,59.74669669452433,,0,1.783522666692651,45736.0,0.007554193383334792,0.003268414867105808,15607.0,0.022137411967719615,0.009509284495137304
197,05057,hempstead,AR,MRO,4133908000.0,0.0,3980408.641410164,0.0,71131.7595333312,3909276.881876833,0.0,3611003.0313074132,763.8,2.0,1.6679281231423986,54.44743216873512,2,1,73105.53469399059,,0,4.863956198499577,20065.0,198.3757110097266,2.29967224917643,7783.0,511.423441013769,2.709628988500587
198,05059,hot spring,AR,SERC,4770778000.0,0.0,2090962.8985493914,0.0,2090962.8985493914,0.0,0.0,1896909.0978403278,2013.3,3.0,1.9025117919119823,63.44960015461049,1,0,32954.705679062565,,0,4.517930615604218,33040.0,63.28580201420676,1.808115066427352,8220.0,254.37504848532743,2.407178462095357
199,05063,independence,AR,SERC,5655503000.0,0.0,6392106.525182354,0.0,0.0,6392106.525182354,0.0,5798880.998986072,1800.0,1.0,115.29427967769227,115.29427967769227,0,0,55441.662353515116,1,0,4.7438440769009835,37938.0,168.4882314613937,2.2291395480328116,16200.0,394.5744768631083,2.597228262411738
200,05069,jefferson,AR,SERC,8542503571.0,4467323.0,8939323.47381708,0.0,815265.3443262664,8124058.129490814,0.0,8109701.05580793,2121.0,3.0,186.11598450089917,195.43855366900124,1,0,45739.81594725114,,0,4.660303907499152,67260.0,132.90697998538627,2.126803215474516,27065.0,330.2909098029588,2.520209519562686
201,05093,mississippi,AR,SERC,7173737000.0,0.0,5498247.101708418,0.0,1380504.7353123259,4117742.3663960914,0.0,4987977.049540424,1399.1,2.0,196.56936903687813,205.0707175443167,1,0,26811.46858775789,,0,4.428336800729866,40685.0,135.1418729681312,2.133991721104255,17814.0,308.64753012846177,2.490867620254332
202,05103,ouachita,AR,SERC,34073000.0,0.0,25463.9362735428,0.0,25463.9362735428,0.0,0.0,23100.7314465597,136.0,1.0,2.037194723546543,2.037194723546543,0,0,12499.51022316254,1,0,4.096927739614601,22650.0,1.1242355970659073,0.3272026822924068,6788.0,3.7513164810758397,0.676813959361993
203,05119,pulaski,AR,SERC,369053102.0,784.0,186883.0881427784,0.0,186883.0881427784,0.0,0.0,169539.22538581007,600.8,2.0,102.55840912984367,102.55840912984367,0,0,1822.2112621323504,,0,3.2608369948548708,399125.0,0.46823197780840187,0.16679467868822845,251743.0,0.7423566420626528,0.24113705527945398
204,05139,union,AR,SERC,11267495000.0,0.0,4788831.85867615,0.0,4788831.85867615,0.0,0.0,4344399.76292856,2428.0,1.0,8.266427162193441,149.85355690289362,1,0,31956.744688945586,1,0,4.504576122841375,39054.0,122.62077786337252,2.092091471990862,17187.0,278.63105013534357,2.4465853936606785
205,05143,washington,AR,MRO,211884000.0,174.0,148163.4368879737,0.0,148163.4368879737,0.0,0.0,134412.98819556722,420.6,3.0,40.4365152942471,40.4365152942471,0,0,3664.1000296346724,,0,3.5640858321082614,245871.0,0.602606394767881,0.20482687134328112,109670.0,1.3509933152910887,0.37125139427325043
206,05147,woodruff,AR,SERC,15894000.0,0.0,11531.1470179455,0.0,11531.1470179455,0.0,0.0,10460.9879505992,120.0,1.0,0.5152356387764465,1.0,0,1,11531.1470179455,1,0,4.06191017036857,6269.0,1.8393917718847501,0.45322531948222683,1718.0,6.711959847465367,0.8871647597342944
207,06001,alameda,CA,WECC,1227592026.0,768773.0,629819.5326409413,5785.200110965,624034.3325299764,0.0,0.0,571368.5318342944,1183.0,14.0,558.5562643780139,558.5562643780139,0,0,1127.5847623735513,,0,3.0525341823315437,1682353.0,0.37436824057789375,0.13810311076166196,793213.0,0.7940106032565545,0.2538250055543405
208,06007,butte,CA,WECC,7494000.0,34504.0,5867.50904751,0.0,5867.50904751,0.0,0.0,5322.9692892225,11.900000000000002,2.0,618.6765827108126,618.6765827108126,0,0,9.483968217773395,,0,1.020525695709649,211632.0,0.027725055981656838,0.011876944775192654,81947.0,0.07160126725212637,0.03003321852359219
209,06011,colusa,CA,WECC,3029096790.0,0.0,1274541.368292767,0.0,1274541.368292767,0.0,0.0,1156256.3442735758,741.5,2.0,1.3352357816872067,40.28587793335053,1,0,31637.423178449397,,0,4.500214830642231,21839.0,58.36079345632891,1.7734996973821942,9558.0,133.3481239059183,2.1282316061395177
210,06013,contra costa,CA,WECC,13260082888.0,12848658.0,6425123.177622152,0.0,6425123.177622152,0.0,0.0,5828833.50959098,3792.8,12.0,281.5755527652925,281.5755527652925,0,0,22818.469552922506,,0,4.35830554486238,1165927.0,5.510742248547423,0.8136305025578774,369280.0,17.399055398673504,1.264795527048983
211,06017,el dorado,CA,WECC,14415000.0,0.0,9356.3076973146,0.0,9356.3076973146,0.0,0.0,8487.9866618113,5.0,1.0,34.339303737562375,34.339303737562375,0,0,272.466435802544,3,0,2.436904030339452,191185.0,0.048938503006588384,0.02075002719471379,57883.0,0.16164172032055352,0.06507220130679832
212,06019,fresno,CA,WECC,943688720.0,1346182.0,571209.7456447631,4.1128949796,571205.6327497835,0.0,0.0,518198.0818695116,1042.2,13.0,471.37477260650775,471.37477260650775,0,0,1211.7953247396106,,0,3.083787514109464,1008654.0,0.5663089083518859,0.19487741797894148,400030.0,1.427917270316634,0.3852338843566393
213,06023,humboldt,CA,WECC,408913889.0,0.0,214525.5500159154,623.385846908,213902.1641690074,0.0,0.0,194616.30229149532,218.3,3.0,16.114895513069733,16.612919943100504,0,1,12913.175453241727,,0,4.111066682476905,136463.0,1.5720418722724503,0.41027803452778555,50974.0,4.208528858161325,0.7167150747383739
214,06025,imperial,CA,WECC,4415006720.0,861919.0,533563.5479868546,0.0,427276.9343134971,0.0,106286.6136733575,484045.67539404356,1321.8,21.0,12.591761611986051,2683.8707068234626,1,1,198.80374513955707,,0,2.3006036244214947,179702.0,2.969157538518517,0.5986983366878338,63438.0,8.410787666490977,0.9736259746381491
215,06027,inyo,CA,WECC,1176552000.0,0.0,34117.584374885,0.0,0.0,0.0,34117.584374885,30951.2695045677,272.2,3.0,0.14039386559425351,857.5451895043732,1,1,39.78517376396642,,0,1.610502316945278,19016.0,1.7941514711235276,0.44624994554696457,7731.0,4.413088135413918,0.7334450982923018
216,06029,kern,CA,WECC,15504103992.0,21836183.0,7925194.687319208,0.0,7925194.687319208,0.0,0.0,7189689.455973152,4890.6,38.0,492.86438441111306,492.86438441111306,0,0,16079.86890103336,,0,4.206309511373189,909235.0,8.716332617331283,0.9875023735063949,331711.0,23.891865772673224,1.3960574504216845
217,06031,kings,CA,WECC,41214000.0,0.0,27443.796455037602,0.0,27443.796455037602,0.0,0.0,24896.8488206819,190.2,2.0,8.148415444806764,8.148415444806764,0,0,3367.9918066190867,,0,3.5274999547791475,152486.0,0.17997584338914788,0.07187311646698877,48859.0,0.5616937811874496,0.19359588089977733
218,06033,lake,CA,WECC,750606000.0,0.0,21766.027797577102,0.0,0.0,0.0,21766.027797577102,19746.0108841306,254.4,2.0,0.026394761277170536,547.0889212827989,1,1,39.78517376396643,,0,1.6105023169452781,68163.0,0.3193232075697534,0.12035120196719555,16740.0,1.3002406091742593,0.36177326635293794
219,06035,lassen,CA,WECC,32826035.0,68502.0,21121.921078793697,0.0,21121.921078793697,0.0,0.0,19161.6811020536,42.2,2.0,12.381819361590601,12.381819361590601,0,0,1705.881862912295,,0,3.232203463668472,32730.0,0.6453382547752428,0.21625519534434035,10011.0,2.109871249504914,0.4927424093525571
220,06037,los angeles,CA,WECC,16516742133.0,15748984.0,9231969.204203717,24717.9860217609,9029968.963957457,0.0,177282.2542245003,8375187.520823483,9590.3,50.0,2655.0986040860334,2655.0986040860334,0,0,3477.072071822977,,0,3.541338577111983,10014009.0,0.9219054231131325,0.2837320122447555,4509905.0,2.0470429430783392,0.483878574935026
221,06039,madera,CA,WECC,12582224.0,0.0,7671.6364555380005,0.0,7671.6364555380005,0.0,0.0,6959.6629370752,62.1,2.0,11.231578186538982,11.231578186538982,0,0,683.0417175684569,,0,2.8350825887921873,156255.0,0.04909690221457234,0.020815604641047494,51246.0,0.14970215149549235,0.06058534407874412
222,06047,merced,CA,WECC,291722.0,0.0,460.0316509789,460.0316509789,0.0,0.0,0.0,417.3379760309,12.5,1.0,0.5948323401423147,1.0,0,1,460.0316509789,2,0,2.6637307418183442,281202.0,0.0016359472940409385,0.0007099023592627389,80795.0,0.005693813366902655,0.002465778527576967
223,06051,mono,CA,WECC,208299000.0,0.0,6040.2419168078995,0.0,0.0,0.0,6040.2419168078995,5479.6715202829,40.0,3.0,0.02685699626218963,151.82142857142858,1,1,39.785173763966405,,0,1.610502316945278,13195.0,0.457767481379909,0.1636882581337672,7557.0,0.7992909774788804,0.2551014021975521
224,06053,monterey,CA,WECC,5754326678.0,1239510.0,2520579.044528082,0.0,2520579.044528082,0.0,0.0,2286654.3087436142,1629.5,8.0,190.86250755829192,190.86250755829192,0,0,13206.255522752492,,0,4.120812580282526,439035.0,5.741180189570494,0.8287359358452567,198165.0,12.719597529977959,1.1373413713508018
225,06055,napa,CA,WECC,35016000.0,0.0,15339.4704376155,0.0,15339.4704376155,0.0,0.0,13915.8762928563,5.9,2.0,30.876035928811145,30.876035928811145,0,0,496.8082843595179,,0,2.6970621197167035,138019.0,0.11114028095853108,0.04576889188441231,79729.0,0.19239511893558806,0.07642018958159398
226,06059,orange,CA,WECC,662915797.0,1289909.0,482299.3572743247,0.0,482299.3572743247,0.0,0.0,437539.1066627276,605.5,15.0,3592.1047509431614,3592.1047509431614,0,0,134.2665068850483,,0,2.131190274973849,3186989.0,0.15133386317753988,0.061201278374280896,1650571.0,0.29220152133675237,0.11133024800872192
227,06061,placer,CA,WECC,298234798.0,0.0,148676.09502297224,591.2084920676,148084.88653090462,0.0,0.0,134878.06860471112,273.9,4.0,118.47098462575504,118.47098462575504,0,0,1254.9578742224005,,0,3.0989750730798655,404739.0,0.3673381982536208,0.13587594651327775,172439.0,0.862195298180645,0.2700252257722984
228,06065,riverside,CA,WECC,2214684246.0,5544.0,1064315.0338497504,0.0,1064315.0338497504,0.0,0.0,965540.2647643571,2795.2000000000003,11.0,1554.4586257546362,1554.4586257546362,0,0,684.6853407456001,,0,2.8361248647908113,2418185.0,0.4401296980378881,0.15840160640475104,761383.0,1.397870761298519,0.3798257721041818
229,06067,sacramento,CA,WECC,4365395895.0,790191.0,1910144.8393075818,23.9515648812,1910120.8877427005,0.0,0.0,1732872.0305793197,1130.5,6.0,490.72861574215585,490.72861574215585,0,0,3892.466789243103,,0,3.5903364745734603,1585055.0,1.2050968826366162,0.34342767528691825,679516.0,2.811037325548746,0.5810432023015484
230,06071,san bernardino,CA,WECC,7140664580.0,12140984.0,4583252.800339406,0.0,3302076.611037763,1281176.189301644,0.0,4157899.6646461138,2937.7,25.0,2935.49159130838,2935.49159130838,0,0,1561.3237707475773,,0,3.1937710406028073,2181654.0,2.1008156198642896,0.4914759430653899,773699.0,5.9238189532872685,0.8403457032506859
231,06073,san diego,CA,WECC,3219957197.0,1772661.0,1670447.5623477749,0.0,1670447.5623477749,0.0,0.0,1515420.0874061277,3133.1,33.0,1114.9052455033677,1114.9052455033677,0,0,1498.2865755498224,,0,3.1758846523843904,3298634.0,0.5064058523460847,0.17794199423422824,1488281.0,1.1224006503797166,0.326827370057706
232,06075,san francisco,CA,WECC,93109000.0,590290.0,89843.1443090764,0.0,89843.1443090764,0.0,0.0,81505.1658433062,19.0,5.0,665.32555622396,665.32555622396,0,0,135.03636448144138,,0,2.133655017065843,873965.0,0.1027994763052026,0.04249655119705249,760775.0,0.1180942385187163,0.04847840958245844
233,06077,san joaquin,CA,WECC,2111525711.0,33194.0,946578.4664033018,0.0,946578.4664033018,0.0,0.0,858730.3514499703,939.1,10.0,86.42411034406334,86.42411034406334,0,0,10952.712878788972,,0,4.039561352916316,779233.0,1.2147566471174884,0.3453260138005594,258122.0,3.6671746941496726,0.6690540569994281
234,06081,san mateo,CA,WECC,30290426.0,164124.0,31419.253208194503,0.0,31419.253208194503,0.0,0.0,28503.3595284356,8.3,3.0,254.79931954160003,254.79931954160003,0,0,123.30980029585523,,0,2.094505368759356,764442.0,0.04110089870545378,0.017492821371762758,415999.0,0.07552723253708422,0.03162141127471568
235,06083,santa barbara,CA,WECC,3533000.0,0.0,3088.9539405351,0.0,3088.9539405351,0.0,0.0,2802.2806318925,58.0,1.0,113.26315462777724,113.26315462777724,0,0,27.2723636445276,2,0,1.4513621181769805,448229.0,0.006891463828835484,0.002982659033617172,204441.0,0.015109268397900128,0.006512793094655651
236,06085,santa clara,CA,WECC,4062616851.0,294286.0,1914187.6860250984,376.7734381312,1913810.9125869672,0.0,0.0,1736539.6770616842,1698.8,44.0,1999.7439413879554,1999.7439413879554,0,0,957.2163947632839,,0,2.981463597219595,1936259.0,0.9886010528679781,0.2985476650166684,1119639.0,1.709647204165895,0.432912749450791
237,06089,shasta,CA,WECC,244526780.0,17911.0,129164.11499442242,0.0,129164.11499442242,0.0,0.0,117176.9164423682,244.3,3.0,40.57069327975625,40.57069327975625,0,0,3183.6802517464507,,0,3.5030658348274013,182155.0,0.709089045013436,0.2327646904273154,67519.0,1.9130039691704914,0.46434107638450484
238,06095,solano,CA,WECC,342768756.0,1347228.0,217233.4368114301,0.0,217233.4368114301,0.0,0.0,197072.88107722928,304.3,8.0,159.41615941338975,159.41615941338975,0,0,1362.6814095308341,,0,3.1347129199949997,453491.0,0.47902480272250186,0.16997545702272043,143081.0,1.5182549521699602,0.4010996966675626
239,06097,sonoma,CA,WECC,5118647110.0,8995.0,151126.7209492532,0.0,2850.5681043576,0.0,148276.1528448956,137101.2618608845,1413.8,6.0,114.7864566146141,3836.297889522763,1,0,39.39389622531462,,0,1.6063157454092778,488863.0,0.3091392086315659,0.11698583014586794,211197.0,0.7155722900858119,0.23440902290160423
240,06099,stanislaus,CA,WECC,1965816000.0,0.0,1021740.4445136245,3787.2211056767997,882604.4583305016,0.0,135348.7650774462,926916.8506882202,939.3,6.0,79.3778603598552,182.81349945214362,1,0,5588.977004299908,,0,3.7474100213164414,552878.0,1.8480396118377374,0.45454602537314454,193280.0,5.286322664081252,0.7983966687009074
241,06101,sutter,CA,WECC,928828000.0,335386.0,473515.1170842434,0.0,473515.1170842434,0.0,0.0,429570.09623899515,894.8,6.0,10.911677947176404,12.353072226879254,1,0,38331.76948920561,,0,4.583570197559316,99633.0,4.752593187841813,0.7598636626536194,32060.0,14.769654307056875,1.1978221730890057
242,06103,tehama,CA,WECC,12280000.0,0.0,7234.8200043141,0.0,7234.8200043141,0.0,0.0,6563.3856521039,46.4,1.0,5.032169852233661,5.032169852233661,0,0,1437.7137928090274,2,0,3.1579744071635765,65829.0,0.10990323420246548,0.04528511690935996,18897.0,0.3828554799340689,0.1407767950429753
243,06107,tulare,CA,WECC,61365098.0,0.0,43365.981325576795,0.0,43365.981325576795,0.0,0.0,39341.3601792405,58.6,5.0,338.09975659700433,338.09975659700433,0,0,128.26386437558597,,0,2.1114771351229877,473117.0,0.09166016297359172,0.038087462255686225,165321.0,0.2623138096525958,0.10116733340165406
244,06111,ventura,CA,WECC,1109987479.0,1519759.0,669636.6074326778,0.0,669636.6074326778,0.0,0.0,607490.3451262609,1853.8,8.0,1376.2360237344922,1376.2360237344922,0,0,486.57105022987406,,0,2.6880379112640913,843843.0,0.7935559190900177,0.25371492156043374,331001.0,2.02306520956939,0.48044751530573926
245,06113,yolo,CA,WECC,809810.0,0.0,820.2227752257,0.0,820.2227752257,0.0,0.0,744.1012203807,28.0,1.0,33.75613156207839,33.75613156207839,0,0,24.298482594704,2,0,1.4030944729343187,216403.0,0.0037902560279926807,0.0016429755920894646,106907.0,0.007672301862606752,0.0033193211657214536
246,08001,adams,CO,WECC,4453565000.0,0.0,2234760.812511833,0.0,2234760.812511833,0.0,0.0,2027361.7096179235,1558.4,3.0,50.26250502603455,59.230783430410696,1,0,37729.718958342295,,0,4.576695080755353,519572.0,4.30115713031463,0.7243706772347681,225848.0,9.89497720817467,1.0372263260577836
247,08003,alamosa,CO,WECC,6817000.0,0.0,5951.1992997391,0.0,5951.1992997391,0.0,0.0,5398.8925879879,53.2,1.0,1.314450761669652,1.314450761669652,0,0,4527.517860143898,1,0,3.6559560849078934,16376.0,0.363409825338245,0.1346264193931161,8354.0,0.7123772204619464,0.23359944183601652
248,08013,boulder,CO,WECC,8430470.0,44867.0,9586.5035906541,0.0,9586.5035906541,0.0,0.0,8696.8190063087,92.3,2.0,40.37351603650904,40.37351603650904,0,0,237.4453486286703,,0,2.3773888550374287,330758.0,0.02898343680471553,0.012408384128605407,188452.0,0.050869736541156896,0.021548885193287938
249,08031,denver,CO,WECC,209599375.0,4634.0,111030.5870580319,0.0,111030.5870580319,0.0,0.0,100726.28781459901,209.0,2.0,192.2154296117833,192.2154296117833,0,0,577.6361829135149,,0,2.762405587190219,715522.0,0.15517424629575596,0.06264749807847439,529083.0,0.20985476202794628,0.0827332382208456
250,08041,el paso,CO,WECC,4696295000.0,0.0,3521311.3001860636,0.0,1193652.6646407363,2327658.6355453273,0.0,3194512.655525786,1333.3,5.0,308.4644514998353,308.4644514998353,0,0,11415.614613173484,,0,4.057537340968953,730395.0,4.821105429508777,0.7650054651222362,283370.0,12.426549388382904,1.127964413701099
251,08045,garfield,CO,WECC,18553000.0,0.0,10139.8512285444,0.0,10139.8512285444,0.0,0.0,9198.8126903242,84.0,1.0,15.742002169361573,15.742002169361573,0,0,644.1271649853691,1,0,2.8096453295314032,61685.0,0.16438114985076435,0.06609516603673073,26321.0,0.38523806954691686,0.1415244184585411
252,08059,jefferson,CO,WECC,171610460.0,2211316.0,272725.9154996835,0.0,272725.9154996835,0.0,0.0,247415.3274967644,266.6,3.0,71.17097500843639,71.17097500843639,0,0,3831.9822858595858,,0,3.583536812165594,582910.0,0.46786968056764083,0.16668750004690244,243080.0,1.1219595009860273,0.32673709084424085
253,08063,kit carson,CO,WECC,2962000.0,0.0,3114.3485945528,3114.3485945528,0.0,0.0,0.0,2825.3185108889,129.4,1.0,0.011974696395059556,2.1588921282798834,1,1,1442.5679512918439,1,0,3.159437231705836,7087.0,0.4394452652113447,0.15819515551585775,2868.0,1.085895604795258,0.31929256900140107
254,08069,larimer,CO,WECC,2037519000.0,0.0,2187595.231139283,0.0,0.0,2187595.231139283,0.0,1984573.3748882182,800.4,1.0,147.6407478918044,147.6407478918044,0,0,14817.015372628828,1,0,4.170790040996021,359066.0,6.0924599687502665,0.8507968932306779,165816.0,13.19290798921264,1.1520713873023818
255,08071,las animas,CO,WECC,47000.0,0.0,34.7579948276,34.7579948276,0.0,0.0,0.0,31.5322460561,9.2,1.0,0.10218494378521525,1.0,0,1,34.7579948276,1,0,1.5533731572233014,14555.0,0.002388044989872896,0.0010358783912308846,5017.0,0.006928043617221448,0.002998436416037185
256,08073,lincoln,CO,WECC,66876000.0,0.0,45490.535005657504,0.0,45490.535005657504,0.0,0.0,41268.7426341809,154.2,1.0,7.933160463953853,7.933160463953853,0,0,5734.226001396828,1,0,3.7585505363132508,5675.0,8.015953304961675,0.9550116537645373,2215.0,20.53748758720429,1.3331950401572927
257,08077,mesa,CO,WECC,1302000.0,0.0,1707.95438792,0.0,1707.95438792,0.0,0.0,1549.4460563549,26.6,1.0,17.637496885996434,17.637496885996434,0,0,96.83655220237385,1,0,1.9905011395937726,155703.0,0.010969309441179681,0.004737971671461805,63636.0,0.026839436606952042,0.011502539753875836
258,08081,moffat,CO,WECC,7924394000.0,0.0,8734958.669194503,0.0,0.0,8734958.669194503,0.0,7924302.5212687105,1427.6,1.0,217.97069506799716,217.97069506799716,0,0,40074.00474852633,1,0,4.602873582486161,13292.0,657.1590933790628,2.8183308860534235,4704.0,1856.921485798151,3.269027357125284
259,08085,montrose,CO,WECC,105047000.0,0.0,121749.63282320849,0.0,0.0,121749.63282320849,0.0,110450.5423416568,113.8,1.0,21.400114143484316,21.400114143484316,0,0,5689.204833530178,1,0,3.7551279002212063,42679.0,2.8526824157831365,0.5857632107369861,15524.0,7.842671529451719,0.94658349297894
260,08087,morgan,CO,WECC,3023042367.0,644492.0,3400455.8999369754,0.0,321347.7341419555,3079108.16579502,0.0,3084873.355653603,1152.5,4.0,65.19673061075257,65.19673061075257,0,0,52156.84694741665,,0,4.71731965561199,29111.0,116.80999965432227,2.071182154715775,12653.0,268.7470086095768,2.4309566372231317
261,08089,otero,CO,WECC,-919000.0,0.0,153.3061442396,153.3061442396,0.0,0.0,0.0,139.0784216998,27.2,2.0,0.3758362232420223,1.0,0,1,153.3061442396,,0,2.1883832193633883,18690.0,0.008202575935773141,0.00354780271655634,6165.0,0.024867176681200323,0.010667584248136368
262,08099,prowers,CO,WECC,5000.0,0.0,7.1774049644,7.1774049644,0.0,0.0,0.0,6.5112990696,2.9,1.0,0.10218494378521525,1.0,0,1,7.1774049644,1,0,0.9126155055727456,11999.0,0.0005981669276106343,0.00025970293080749207,4565.0,0.001572268338313253,0.0006822912313935131
263,08101,pueblo,CO,WECC,9646678000.0,0.0,10273854.641187305,131.2900593488,595881.34552476,9677842.005603196,0.0,9320379.788793705,2093.3,4.0,71.83810944104428,143.39322632264202,2,0,71648.1168927088,,0,4.855210841893348,168162.0,61.094983653782094,1.7930565170932085,62254.0,165.0312372086501,2.220189804130992
264,08107,routt,CO,WECC,2570811000.0,0.0,2879762.7875405285,0.0,0.0,2879762.7875405285,0.0,2612503.6628327454,465.4,1.0,10.572338073651968,33.850186646218,1,0,85073.76392449751,1,0,4.9298007526379,24829.0,115.9838409738825,2.0681258766133617,15582.0,184.81342494805085,2.269077088399452
